สถานที่_อำเภอ,หน่วยงาน_ที่ตั้งศูนย์ซ่อม,กลุ่ม_อุปกรณ์ที่พร้อมให้บริการ,รายการ_อุปกรณ์,อุปกรณ์_หน่วย,จัดซื้อ_ปี66,เบิกจ่าย_ปี66,ยอดสุทธิ_ปี66(ห้ามแก้ไข),จัดซื้อ_ปี67,รวมก่อนเบิก_ปี67(ห้ามแก้ไข),เบิกจ่าย_ปี67,ยอดสุทธิ_ปี67(ห้ามแก้ไข),จัดซื้อ_ปี68_ระยะ1,จัดซื้อจากฟอร์ม_68_ร1,รวมก่อนเบิก_ปี68_ระยะ1(ห้ามแก้ไข),เบิกจ่าย_ปี68_ระยะ1,เบิกจ่าย_จากฟอร์ม_68_ร1,ยอดคงเหลือ_ปี68_ระยะ1(ห้ามแก้ไข),จัดซื้อ_ปี68_ระยะ2,จัดซื้อ_จากฟอร์ม_68_ร2,รวมก่อนเบิก_ปี68_ระยะ2(ห้ามแก้ไข),เบิกจ่าย_ปี68_ระยะ2,เบิกจ่าย_จากฟอร์ม_68_ร2,ยอดสุทธิ_ปี68(ห้ามแก้ไข),จัดซื้อ_ปี69,จัดซื้อ_จากฟอร์ม_69,รวมก่อนเบิก_ปี69(ห้ามแก้ไข),เบิกจ่าย_ปี69,เบิกจ่าย_จากฟอร์ม_69,ยอดสุทธิ_ปี69(ห้ามแก้ไข),,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,โต๊ะคร่อมเตียง,แผ่นโต๊ะคร่อมเตียงสำเร็จ,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,ที่นอน,ฟองน้ำอัด ขนาด 2 นิ้ว,แผ่น,,,0,25,25,25,0,30,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,ที่นอน,หนังหุ้มเบาะ,ชิ้น,,,0,25,25,25,0,30,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องผลิตออกซิเจน,สาร Zeolite Molecular sieve 13X HP,กก.,,,0,20,20,18,2,40,0,42,0,0,42,,0,42,,0,42,,0,42,,0,42,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 10 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 5 ลิตร,อัน,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องผลิตออกซิเจน,ลิ้นวาว์ลปั๊ม,ชิ้น,,,0,10,10,10,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องผลิตออกซิเจน,ไส้กรองละเอียด,ชิ้น,,,0,0,0,0,0,30,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องผลิตออกซิเจน,แหวนลูกสูบ,ชิ้น,,,0,0,0,0,0,26,0,26,0,0,26,,0,26,,0,26,,0,26,,0,26,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 220 โวลต์,ชุด,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 24 โวลต์,ชุด,,,0,3,3,3,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงไฟฟ้า,รีโมทคอนโทรล,อัน,,,0,3,3,3,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 200 มิลลิเมตร,อัน,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์  ระยะ 150 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 100 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,ที่นอนลม,ลอนอะไหล่,ชิ้น,,,0,0,0,0,0,60,0,60,0,0,60,,0,60,,0,60,,0,60,,0,60,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,ที่นอนลม,มอเตอร์ Timer,ชิ้น,,,0,0,0,0,0,15,0,15,0,0,15,,0,15,,0,15,,0,15,,0,15,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องดูดเสมหะ,สายต่อเครื่องดูดเสมหะ,ชุด,,,0,0,0,0,0,20,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องดูดเสมหะ,ตัวกรองเสมหะ,ชุด,,,0,0,0,0,0,20,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องดูดเสมหะ,ยางรองกระบอก,อัน,,,0,0,0,0,0,10,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เครื่องดูดเสมหะ,กระบอกเก็บเสมหะ ขนาด 1000 ml,กระบอก,,,0,0,0,0,0,5,0,5,0,0,5,,0,5,,0,5,,0,5,,0,5,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,รถวีลแชร์,เบาะนั่ง วีลแชร์,ชุด,,,0,30,30,0,30,0,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,รถวีลแชร์,พนักพิงหลัง วีลแชร์,ชุด,,,0,30,30,0,30,0,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,รถวีลแชร์,ทรายซิลิก้า ขนาด 3 กิโลกรัม,ถุง,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,รถวีลแชร์,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,รถวีลแชร์,สีสเปรย์กันสนิม,กระป๋อง,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,รถวีลแชร์,พักแขน ชนิดปรับน็อตยึดได้,คู่,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ทรายซิลิก้า ขนาด 6 กิโลกรัม,ถุง,,,0,17,17,0,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ไกร์หัวเตียง,ชิ้น,,,0,17,17,0,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ไกร์ท้ายเตียง,ชิ้น,,,0,17,17,0,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดเบรค 4 นิ้ว,ล้อ,,,0,50,50,0,50,0,0,50,0,0,50,,0,50,,0,50,,0,50,,0,50,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดไม่มีเบรค 4 นิ้ว,ล้อ,,,0,50,50,0,50,0,0,50,0,0,50,,0,50,,0,50,,0,50,,0,50,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,สีน้ำมัน 3.5 ลิตร,กระป๋อง,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,น้ำมันสน,ปี๊ป,,,0,5,5,0,5,0,0,5,0,0,5,,0,5,,0,5,,0,5,,0,5,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ทินเนอร์ ขนาด 15 กิโลกรัม,ปี๊ป,,,0,5,5,0,5,0,0,5,0,0,5,,0,5,,0,5,,0,5,,0,5,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ข้างกั้นเตียงสำเร็จ (สแตนเลส),คู่,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,ไม้อัดเตียง 8 มิลลิเมตร,แผ่น,,,0,15,15,0,15,0,0,15,0,0,15,,0,15,,0,15,,0,15,,0,15,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,น็อตหัวครึ่งวงกลม 1 นิ้วพร้อมแป้นแบน,กล่อง,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,แผ่นฟอร์เมก้า สีขาว ขนาด 1.2x2.4 เมตร,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงคนไข้,กาวยาง ขนาด 13 กิโลกรัม,ถัง,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,โต๊ะคร่อมเตียง,แผ่นโต๊ะคร่อมเตียงสำเร็จ,แผ่น,,,0,9,9,0,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,ที่นอน,ฟองน้ำอัด ขนาด 2 นิ้ว,แผ่น,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,ที่นอน,หนังหุ้มเบาะ,ชิ้น,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เครื่องผลิตออกซิเจน,สาร Zeolite Molecular sieve 13X HP,กก.,,,0,20,20,0,20,0,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 10 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 5 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เครื่องผลิตออกซิเจน,ลิ้นวาว์ลปั๊ม,ชิ้น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 220 โวลต์,ชุด,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 24 โวลต์,ชุด,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงไฟฟ้า,รีโมทคอนโทรล,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 200 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์  ระยะ 150 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
ปลวกแดง,องค์การบริหารส่วนตำบลแม่น้ำคู้,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 100 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
